rank,Artist,Title,Image URL,Release Date,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_sec,time_signature,Preview URL
84,DISH//,猫 〜THE FIRST TAKE ver.〜,https://i.scdn.co/image/ab67616d0000b27317a8bafcb40d55d0f350ee11,2020-04-29,54,0.641,0.576,8,-6.772,1,0.139,0.564,0.00E+00,0.114,0.622,77.005,273233,273.233,4,https://p.scdn.co/mp3-preview/b941f351f397254b3c35c4056328a7bdcb42a690?cid=133ab60d36dd449d94af25689ddde7ed
85,NewJeans,ETA,https://i.scdn.co/image/ab67616d0000b2730744690248ef3ba7b776ea7b,2023-07-21,87,0.812,0.749,10,-6.389,0,0.0397,0.108,0.00E+00,0.0599,0.841,134.971,151373,151.373,4,https://p.scdn.co/mp3-preview/e076cd31805e449dae7d991711df5f2ff920b375?cid=133ab60d36dd449d94af25689ddde7ed
86,imase,Nagisa,https://i.scdn.co/image/ab67616d0000b27377a3943437e54bfe95f467c0,2023-05-26,70,0.738,0.864,9,-4.489,1,0.0512,0.203,2.31E-06,0.147,0.951,128.048,226489,226.489,4,
87,ONE OK ROCK,Renegades,https://i.scdn.co/image/ab67616d0000b273ecd245a66382023d192a791a,2021-04-16,50,0.534,0.842,5,-4.279,0,0.0567,0.00108,3.21E-04,0.117,0.342,153.946,244538,244.538,4,https://p.scdn.co/mp3-preview/7a8beba0569b52e73bf27ff8222ab6257645a1c8?cid=133ab60d36dd449d94af25689ddde7ed
88,Macaroni Empitsu,リンジュー・ラヴ,https://i.scdn.co/image/ab67616d0000b273cec8cc1143813c9c241edbe2,2023-01-14,65,0.666,0.763,11,-5.96,1,0.0281,0.246,0.00E+00,0.0879,0.663,103.01,185945,185.945,4,https://p.scdn.co/mp3-preview/b1b144f03e073e40effdab1591faae18e535ce4a?cid=133ab60d36dd449d94af25689ddde7ed
89,BUMP OF CHICKEN,SOUVENIR,https://i.scdn.co/image/ab67616d0000b2734215e4b973011670aaad1d9b,2022-09-29,69,0.622,0.94,2,-4.997,1,0.0413,0.0094,6.48E-06,0.0957,0.96,158.056,264127,264.127,4,https://p.scdn.co/mp3-preview/c91ce72283a69491d13289ab34251e57733fe06f?cid=133ab60d36dd449d94af25689ddde7ed
90,BTS,Butter - Megan Thee Stallion Remix,https://i.scdn.co/image/ab67616d0000b2731b254e12b4ec7e6c565f735f,2021-08-27,64,0.739,0.588,8,-4.971,1,0.136,0.00308,0.00E+00,0.109,0.774,109.958,164457,164.457,4,https://p.scdn.co/mp3-preview/6b13d76952505e2885af4393404e74fa2478c803?cid=133ab60d36dd449d94af25689ddde7ed
91,YU-KA,星月夜,https://i.scdn.co/image/ab67616d0000b273928f9e109e056c5f4d00036b,2023-02-08,65,0.339,0.49,9,-8.431,1,0.0505,0.278,3.70E-05,0.0661,0.0706,84.385,265715,265.715,4,
92,Ariana Grande,Santa Tell Me,https://i.scdn.co/image/ab67616d0000b2734d4ae91071fb1e6d30791bf3,2014-12-03,50,0.675,0.626,7,-7.365,1,0.0507,0.0479,0.00E+00,0.399,0.577,96.031,203907,203.907,4,
93,Da-iCE,CITRUS,https://i.scdn.co/image/ab67616d0000b2733d7160267cb5a93eb4c22ba5,2021-01-20,67,0.549,0.861,1,-2.526,1,0.0459,0.22,0.00E+00,0.361,0.739,82.042,248653,248.653,4,https://p.scdn.co/mp3-preview/71e51e88cb269d5c6a4455e7b468e61c8ceb1c43?cid=133ab60d36dd449d94af25689ddde7ed
94,TWICE,MOONLIGHT SUNRISE,https://i.scdn.co/image/ab67616d0000b273f104652644e87bb6c56f88aa,2023-01-20,57,0.747,0.782,1,-3.255,1,0.0622,0.384,2.12E-06,0.0862,0.6,125.062,180320,180.32,4,https://p.scdn.co/mp3-preview/bbf3bacf3416c517ef8511408b241d3ff495368a?cid=133ab60d36dd449d94af25689ddde7ed
95,ZUTOMAYO,綺羅キラー,https://i.scdn.co/image/ab67616d0000b273af476cfef0da5742b32e3176,2022-12-15,57,0.634,0.977,7,-2.078,0,0.118,0.372,1.07E-06,0.35,0.672,142.048,253067,253.067,4,
96,Coldplay,My Universe,https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575,2021-09-24,81,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.00E+00,0.2,0.443,104.988,228000,228,4,https://p.scdn.co/mp3-preview/e6b780d0df7927114477a786b6a638cf40d19579?cid=133ab60d36dd449d94af25689ddde7ed
97,YOASOBI,ハルジオン,https://i.scdn.co/image/ab67616d0000b2734d9235ec4a344028f6c5876c,2020-05-11,64,0.686,0.902,0,-2.657,0,0.034,0.0591,0.00E+00,0.333,0.901,130.02,198000,198,4,https://p.scdn.co/mp3-preview/34cd4efe36e38bdcb99964e1b0ed561deb6bec5d?cid=133ab60d36dd449d94af25689ddde7ed
98,音田 雅則,fake face dance music,https://i.scdn.co/image/ab67616d0000b2733ea1643d297ab8228ddff2e8,2023-07-11,76,0.812,0.64,1,-8.034,1,0.0564,0.0875,0.00E+00,0.396,0.893,116.992,151016,151.016,4,https://p.scdn.co/mp3-preview/f83787bd714792c8b3aee3b1905ca2684dd0e137?cid=133ab60d36dd449d94af25689ddde7ed
99,ZUTOMAYO,残機,https://i.scdn.co/image/ab67616d0000b273cc23f581f239e59cea2afc7b,2022-10-18,63,0.667,0.903,2,-2.965,1,0.0732,0.403,0.00E+00,0.119,0.849,140.981,230067,230.067,4,
100,millennium parade,U,https://i.scdn.co/image/ab67616d0000b2734b331ff7bf0ee6cbe4a90395,2021-07-12,61,0.651,0.913,9,-5.667,0,0.0384,0.0437,1.33E-03,0.311,0.736,120.028,187267,187.267,4,https://p.scdn.co/mp3-preview/2169cb0ac8651f38cc3da209ebee4cc5eb1c6421?cid=133ab60d36dd449d94af25689ddde7ed
101,Yuuri,クリスマスイブ,https://i.scdn.co/image/ab67616d0000b27341c1e086d32634a01f61f26b,2022-11-27,53,0.558,0.521,3,-5.515,1,0.0258,0.0885,0.00E+00,0.108,0.43,145.992,233973,233.973,4,https://p.scdn.co/mp3-preview/607f99c10f41202ecbeacff9ce5a5090d1451e88?cid=133ab60d36dd449d94af25689ddde7ed
102,Conton Candy,ファジーネーブル,https://i.scdn.co/image/ab67616d0000b273a5e25db1a3c47a5e2e93be08,2023-04-26,72,0.563,0.645,1,-4.53,1,0.0457,0.00845,8.06E-05,0.295,0.476,135.022,237400,237.4,4,https://p.scdn.co/mp3-preview/e081d291c85df68095a4a5c37094d93906aae34c?cid=133ab60d36dd449d94af25689ddde7ed
103,MAISONdes,ヨワネハキ,https://i.scdn.co/image/ab67616d0000b273b5173af606dd660218869b77,2021-05-19,65,0.78,0.814,7,-3.617,1,0.0291,0.0432,8.28E-05,0.168,0.59,108.025,166967,166.967,4,https://p.scdn.co/mp3-preview/1011906412862217d3b2c3336bb8d75c2d808399?cid=133ab60d36dd449d94af25689ddde7ed
104,NiziU,Poppin' Shakin',https://i.scdn.co/image/ab67616d0000b273d7eb1f455585e155a601dddc,2021-02-20,50,0.781,0.865,4,-5.218,1,0.0798,0.0921,1.69E-02,0.0879,0.746,123.986,192754,192.754,4,https://p.scdn.co/mp3-preview/88a79e9718414c677ffa956defb871f1a3acde71?cid=133ab60d36dd449d94af25689ddde7ed
105,8LOOM,Melody,https://i.scdn.co/image/ab67616d0000b273819089f2e41c05c109ecbc15,2022-11-09,54,0.763,0.6,2,-6.081,1,0.0374,0.281,0.00E+00,0.239,0.754,143.044,194753,194.753,4,
106,WEDNESDAY CAMPANELLA,エジソン,https://i.scdn.co/image/ab67616d0000b27329778af16940e15d1f04d07a,2022-02-25,52,0.838,0.729,1,-5.733,0,0.0802,0.0195,8.90E-03,0.101,0.619,129.999,193511,193.511,4,https://p.scdn.co/mp3-preview/a4a915e9ca2c48455fe2a8c917f94316395a3687?cid=133ab60d36dd449d94af25689ddde7ed
107,LE SSERAFIM,UNFORGIVEN,https://i.scdn.co/image/ab67616d0000b2739314c66dba40cd23e0bc75a7,2023-08-08,67,0.797,0.873,4,-4.286,0,0.0591,0.121,3.63E-05,0.121,0.435,104.002,182933,182.933,4,
108,Kenshi Yonezu,Flamingo,https://i.scdn.co/image/ab67616d0000b273775e8184725e0fb89337dd9a,2020-08-05,64,0.76,0.668,7,-6,1,0.0546,0.165,0.00E+00,0.0917,0.913,114.075,196387,196.387,4,https://p.scdn.co/mp3-preview/d260602bf392913d7f20424a13c097d09a3b55f3?cid=133ab60d36dd449d94af25689ddde7ed
109,Ryokuoushoku Shakai,サマータイムシンデレラ,https://i.scdn.co/image/ab67616d0000b2737e9e234ef7ff6972f63550ac,2023-07-24,74,0.544,0.93,7,-1.974,1,0.0648,0.423,0.00E+00,0.26,0.311,143.057,228920,228.92,4,https://p.scdn.co/mp3-preview/bd1b5418e460e9ce47b48b5a82180ec410a71d54?cid=133ab60d36dd449d94af25689ddde7ed
110,Kenshi Yonezu,PLACEBO,https://i.scdn.co/image/ab67616d0000b273775e8184725e0fb89337dd9a,2020-08-05,55,0.77,0.852,6,-5.564,1,0.0789,0.0714,0.00E+00,0.063,0.833,113.967,240253,240.253,4,https://p.scdn.co/mp3-preview/93038adaf8a5d1bf2b390f9245ddf96611be5372?cid=133ab60d36dd449d94af25689ddde7ed
111,Ado,クラクラ,https://i.scdn.co/image/ab67616d0000b273988b821c5941355480bffdb6,2023-10-04,74,0.54,0.958,5,-4.26,1,0.0951,0.0492,0.00E+00,0.308,0.652,93.852,191105,191.105,4,
112,LE SSERAFIM,Perfect Night,https://i.scdn.co/image/ab67616d0000b2735e352f6eccf8cb96d0b247cc,2023-10-27,84,0.697,0.82,5,-4.502,1,0.0308,0.1,0.00E+00,0.0631,0.502,136.054,159080,159.08,4,https://p.scdn.co/mp3-preview/4e84e2dc9edab896f88263c634e88f39a6db61e1?cid=133ab60d36dd449d94af25689ddde7ed
113,Yuuri,シャッター,https://i.scdn.co/image/ab67616d0000b27354e4ac9007f8ae94face9644,2021-07-07,61,0.606,0.525,5,-7.432,1,0.0356,0.511,0.00E+00,0.33,0.665,74.979,247333,247.333,4,https://p.scdn.co/mp3-preview/5b4c475c6a4983c6d05335bd39ae72b7f865f9cd?cid=133ab60d36dd449d94af25689ddde7ed
114,Hikaru Utada,First Love,https://i.scdn.co/image/ab67616d0000b2734fa36b14a276fe560940baa0,1999-03-10,71,0.438,0.434,7,-8.37,1,0.0371,0.122,0.00E+00,0.15,0.195,179.913,257293,257.293,4,
115,YOASOBI,アンコール,https://i.scdn.co/image/ab67616d0000b273684d81c9356531f2a456b1c1,2021-01-06,67,0.682,0.669,2,-4.741,1,0.0275,0.283,1.00E-06,0.145,0.831,81.999,271440,271.44,4,https://p.scdn.co/mp3-preview/01d2957d63282f80bec1af6a234afe6b67d6ada8?cid=133ab60d36dd449d94af25689ddde7ed
116,BTS,Life Goes On,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,2020-11-20,78,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.00E+00,0.37,0.45,81.068,207481,207.481,4,https://p.scdn.co/mp3-preview/fd53b34cdf00c5cbee869e035a7438e699c016c7?cid=133ab60d36dd449d94af25689ddde7ed
117,YOASOBI,大正浪漫,https://i.scdn.co/image/ab67616d0000b27367e9a3df43e5d3125e282442,2021-09-15,59,0.657,0.926,1,-2.938,0,0.042,0.122,0.00E+00,0.263,0.881,129.999,168462,168.462,4,https://p.scdn.co/mp3-preview/de876838aeb1b9d464121d0b861bbdc79228024c?cid=133ab60d36dd449d94af25689ddde7ed
118,Mrs. GREEN APPLE,Soranji,https://i.scdn.co/image/ab67616d0000b273394f3c1d90214a5ddfc20457,2022-11-07,53,0.476,0.661,5,-5.197,1,0.044,0.0604,0.00E+00,0.142,0.406,156.057,344227,344.227,4,
119,Aimyon,ハート,https://i.scdn.co/image/ab67616d0000b2732ea676345bb9b2c11a1f0671,2021-10-20,58,0.661,0.448,6,-5.761,1,0.0522,0.543,0.00E+00,0.0818,0.299,78.114,271280,271.28,4,https://p.scdn.co/mp3-preview/6283bbc468cc9b112112a50038536d462742b59c?cid=133ab60d36dd449d94af25689ddde7ed
120,BE:FIRST,Bye-Good-Bye,https://i.scdn.co/image/ab67616d0000b27338d601f01b6b1fb658881e11,2022-03-07,56,0.877,0.639,2,-5.509,1,0.0496,0.108,0.00E+00,0.0806,0.79,115.028,181013,181.013,4,https://p.scdn.co/mp3-preview/df6bc5d21388d0a3303ce887a5ab6d87ba7aab08?cid=133ab60d36dd449d94af25689ddde7ed
121,yama,色彩,https://i.scdn.co/image/ab67616d0000b27316b56423b83603efbc516c25,2022-10-02,71,0.581,0.926,7,-3.268,0,0.0662,0.176,0.00E+00,0.251,0.874,117.04,192176,192.176,4,https://p.scdn.co/mp3-preview/964ad41bb88cb477311b42b5bda58a98be02ce68?cid=133ab60d36dd449d94af25689ddde7ed
122,Fujii Kaze,grace,https://i.scdn.co/image/ab67616d0000b27346bd7813234a9637feeae7a0,2022-10-09,66,0.668,0.685,7,-8.765,1,0.0472,0.0822,2.57E-02,0.319,0.637,108.971,289541,289.541,4,
123,Bobby Helms,Jingle Bell Rock,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17,1957-12-02,77,0.754,0.424,2,-8.463,1,0.0363,0.643,0.00E+00,0.0652,0.806,119.705,130973,130.973,4,
124,Gen Hoshino,不思議,https://i.scdn.co/image/ab67616d0000b273be69ba0f2baadb307c3646cb,2021-04-27,60,0.753,0.574,3,-4.57,1,0.0483,0.0512,3.71E-06,0.141,0.527,89.024,290000,290,4,https://p.scdn.co/mp3-preview/ff3bd796b6f0358721cd089cf0eba144ad495ac7?cid=133ab60d36dd449d94af25689ddde7ed
125,QUEEN BEE,メフィスト,https://i.scdn.co/image/ab67616d0000b27320f1704d043828921a293e10,2023-04-20,72,0.531,0.731,2,-5.885,0,0.0522,0.0411,0.00E+00,0.151,0.549,150.01,227320,227.32,4,https://p.scdn.co/mp3-preview/e77a570841a1ab4c4d20251b948fe34c54862cd7?cid=133ab60d36dd449d94af25689ddde7ed
126,TWICE,The Feels,https://i.scdn.co/image/ab67616d0000b273040cf33490cf6f31d184175f,2021-10-01,55,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.00E+00,0.0816,0.922,120.044,198053,198.053,4,https://p.scdn.co/mp3-preview/ccdbc8a5005bdb8ab61b4435baaade4f710b1415?cid=133ab60d36dd449d94af25689ddde7ed
127,BLOOM VASE,Bluma to Lunch,https://i.scdn.co/image/ab67616d0000b27309cb78c64a29111be74fdc52,2020-12-19,62,0.756,0.726,7,-5.388,1,0.0489,0.034,4.55E-04,0.119,0.792,123.98,159040,159.04,4,https://p.scdn.co/mp3-preview/150f47453880f608ea356671b3e462752019db13?cid=133ab60d36dd449d94af25689ddde7ed
128,Eve,廻廻奇譚,https://i.scdn.co/image/ab67616d0000b27333a8a1d345ed02f6b2b9f50b,2020-10-03,58,0.565,0.919,5,-3.378,0,0.0898,0.0128,0.00E+00,0.292,0.565,92.325,219234,219.234,4,https://p.scdn.co/mp3-preview/518bc4955273e1f25fac6335e44ae90169e24d81?cid=133ab60d36dd449d94af25689ddde7ed
129,Kenshi Yonezu,パプリカ,https://i.scdn.co/image/ab67616d0000b273775e8184725e0fb89337dd9a,2020-08-05,57,0.758,0.554,2,-7.249,1,0.0412,0.303,0.00E+00,0.126,0.459,103.003,202667,202.667,4,https://p.scdn.co/mp3-preview/b8c39cb7aced5c923d57f81b1d1740fb78178b2d?cid=133ab60d36dd449d94af25689ddde7ed
130,NAYEON,POP!,https://i.scdn.co/image/ab67616d0000b2737169e7c2bf82b1dbad4f8f63,2022-06-24,63,0.793,0.859,2,-2.998,1,0.0544,0.0356,0.00E+00,0.0343,0.392,97.001,168107,168.107,4,https://p.scdn.co/mp3-preview/261fc4578c030dda12354a806110ad3d3eddc36f?cid=133ab60d36dd449d94af25689ddde7ed
131,Vaundy,napori,https://i.scdn.co/image/ab67616d0000b273292ec8115884b7533905dd1a,2020-05-27,66,0.895,0.366,11,-7.448,1,0.211,0.402,0.00E+00,0.0976,0.48,129.845,203786,203.786,4,https://p.scdn.co/mp3-preview/5f44107f3c4b6a8e10b1e69e490c33a83eb61f4f?cid=133ab60d36dd449d94af25689ddde7ed
132,IVE,After LIKE,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5,2022-08-22,81,0.68,0.922,0,-1.215,1,0.121,0.103,0.00E+00,0.0877,0.799,125.014,176973,176.973,4,https://p.scdn.co/mp3-preview/b353e87348785b712dba665c928488554e395315?cid=133ab60d36dd449d94af25689ddde7ed
133,IVE,LOVE DIVE,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093,2022-04-05,80,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43E-05,0.333,0.538,117.941,177187,177.187,4,https://p.scdn.co/mp3-preview/ffeda0e70f8e10861d42135e1cee1c4ea949e09b?cid=133ab60d36dd449d94af25689ddde7ed
134,TWICE,Talk that Talk,https://i.scdn.co/image/ab67616d0000b27390b0ec9b2a62d373bcbfd267,2022-08-26,64,0.774,0.905,3,-2.432,0,0.122,0.143,0.00E+00,0.332,0.768,119.964,177467,177.467,4,https://p.scdn.co/mp3-preview/9d79eccf2a1fc120cf86c8a1fa0cf6bf00b540f2?cid=133ab60d36dd449d94af25689ddde7ed
135,IVE,I AM,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8,2023-04-10,83,0.683,0.875,4,-4.866,0,0.0549,0.0115,0.00E+00,0.084,0.384,122.002,183853,183.853,4,https://p.scdn.co/mp3-preview/8d1fa5354093e98745ccef77ecb60fac3c9d38d0?cid=133ab60d36dd449d94af25689ddde7ed
136,HENTAI SHINSHI CLUB,YOKAZE,https://i.scdn.co/image/ab67616d0000b2735cfadbe864b42ff114157d07,2020-04-30,57,0.611,0.63,10,-4.263,1,0.0268,0.283,0.00E+00,0.0715,0.388,89.966,270853,270.853,4,https://p.scdn.co/mp3-preview/4c272040b3ccf13f2d31fac615dc621703bc87bd?cid=133ab60d36dd449d94af25689ddde7ed
137,SEKAI NO OWARI,最高到達点,https://i.scdn.co/image/ab67616d0000b273e7753883eebb2eda051c1508,2023-10-08,39,0.56,0.957,1,-5.989,1,0.048,0.000739,9.24E-01,0.0682,0.622,132.039,227469,227.469,4,
138,YOASOBI,ハルカ,https://i.scdn.co/image/ab67616d0000b273bb6370163b04145ed2e87442,2020-12-18,64,0.712,0.817,1,-5.123,1,0.0279,0.0717,7.21E-06,0.146,0.679,100.016,243613,243.613,4,https://p.scdn.co/mp3-preview/d1d9b92932f439bc00334c106c42d240e623438c?cid=133ab60d36dd449d94af25689ddde7ed
139,Yoru no Hitowarai,ミライチズ,https://i.scdn.co/image/ab67616d0000b2732b550c59dfb8ca4fbea126e4,2021-06-03,58,0.456,0.873,7,-2.086,1,0.0496,0.0849,2.26E-06,0.051,0.604,205.959,239613,239.613,4,https://p.scdn.co/mp3-preview/b1e3fe479d419325a694af2e91efbc441882d1aa?cid=133ab60d36dd449d94af25689ddde7ed
140,King Gnu,三文小説,https://i.scdn.co/image/ab67616d0000b273587d63e463f552a9aecba87c,2020-10-30,63,0.384,0.487,4,-8.26,0,0.0508,0.641,0.00E+00,0.254,0.0994,88.055,280533,280.533,4,https://p.scdn.co/mp3-preview/0f48421f64721147f3af076265275f3054beb171?cid=133ab60d36dd449d94af25689ddde7ed
141,Kep1er,WA DA DA,https://i.scdn.co/image/ab67616d0000b273146476896cd28ec9489fd2d9,2022-01-03,60,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11E-06,0.213,0.685,126.004,183693,183.693,4,https://p.scdn.co/mp3-preview/d784b03d29a8c814c1befaf46c038f831892dc19?cid=133ab60d36dd449d94af25689ddde7ed
142,TWICE,Celebrate,https://i.scdn.co/image/ab67616d0000b273c5b34e22c26ee36af18aa30b,2022-07-15,63,0.776,0.89,7,-2.678,1,0.0573,0.0628,0.00E+00,0.0634,0.864,111.998,188433,188.433,4,https://p.scdn.co/mp3-preview/277823ab1cf2fe6b1a24bd7ebcdd97209f678680?cid=133ab60d36dd449d94af25689ddde7ed
143,King Gnu,BOY,https://i.scdn.co/image/ab67616d0000b273391b756881355e95b8252efd,2021-10-15,67,0.619,0.802,0,-6.618,1,0.0629,0.0831,0.00E+00,0.361,0.535,109.982,231386,231.386,4,https://p.scdn.co/mp3-preview/3d5221b4c3b3607ea05083e4d675ad2b06709db0?cid=133ab60d36dd449d94af25689ddde7ed
144,V,Slow Dancing,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963,2023-09-08,96,0.579,0.63,8,-7.758,1,0.058,0.257,4.62E-03,0.0986,0.552,155.96,187027,187.027,4,https://p.scdn.co/mp3-preview/0a655b364caef39379d42b81d656fabed20539d6?cid=133ab60d36dd449d94af25689ddde7ed
145,King Gnu,Teenager Forever,https://i.scdn.co/image/ab67616d0000b273a2272c8966971b7b04066241,2020-01-15,67,0.498,0.92,0,-3.546,1,0.109,0.0676,0.00E+00,0.342,0.702,114.903,189080,189.08,4,https://p.scdn.co/mp3-preview/58817068eeb0e902f6fa0f3ec590dd7b0eb1ae5d?cid=133ab60d36dd449d94af25689ddde7ed
146,King Gnu,雨燦々,https://i.scdn.co/image/ab67616d0000b273ebd5ea08fe812be9af886a3d,2022-07-15,67,0.494,0.862,10,-4.608,1,0.041,0.354,4.31E-03,0.13,0.587,94.99,295681,295.681,4,https://p.scdn.co/mp3-preview/b8c027387e9cf8887d0047602b148e50ac56b060?cid=133ab60d36dd449d94af25689ddde7ed
147,OFFICIAL HIGE DANDISM,Laughter,https://i.scdn.co/image/ab67616d0000b273e3487c07d29e73d46211ac73,2020-07-10,52,0.396,0.801,4,-4.673,1,0.035,0.023,0.00E+00,0.138,0.366,159.769,350300,350.3,4,https://p.scdn.co/mp3-preview/28a924bb53f7381b932ab48b099d0a676ec5f308?cid=133ab60d36dd449d94af25689ddde7ed
148,Hitsujibungaku,more than words,https://i.scdn.co/image/ab67616d0000b273070e31e33144e4ad94d971ec,2023-09-01,77,0.596,0.795,6,-4.778,1,0.0284,0.000147,3.17E-04,0.16,0.577,130.037,289720,289.72,4,https://p.scdn.co/mp3-preview/376974e111c074a96e0350569b84b98c54172bab?cid=133ab60d36dd449d94af25689ddde7ed
149,BLACKPINK,Pink Venom,https://i.scdn.co/image/ab67616d0000b273a05e34f50d239e48fe5de4c1,2022-08-19,53,0.794,0.719,0,-7.227,1,0.0761,0.0119,0.00E+00,0.276,0.69,90.016,186964,186.964,4,
150,King Gnu,Stardom,https://i.scdn.co/image/ab67616d0000b2734270650c89fcdf02f71e58b4,2022-11-17,64,0.59,0.957,0,-6.08,1,0.116,0.174,0.00E+00,0.621,0.399,115.987,217000,217,4,https://p.scdn.co/mp3-preview/cea4ec896262438cd2423873f3617b784786fd0c?cid=133ab60d36dd449d94af25689ddde7ed
151,John Lennon,Happy Xmas (War Is Over) - Remastered 2010,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab,2010-10-05,73,0.321,0.64,2,-10.023,1,0.0324,0.28,0.00E+00,0.718,0.414,146.172,214333,214.333,3,
152,OFFICIAL HIGE DANDISM,日常,https://i.scdn.co/image/ab67616d0000b273fcb8a786caffa6d9f580d4bb,2023-09-13,74,0.606,0.708,1,-6.983,1,0.0342,0.0205,1.83E-04,0.173,0.758,117.982,353340,353.34,4,https://p.scdn.co/mp3-preview/5da573d5727cf36f36b16d40d2040f0efe521701?cid=133ab60d36dd449d94af25689ddde7ed
153,NewJeans,Cool With You,https://i.scdn.co/image/ab67616d0000b2730744690248ef3ba7b776ea7b,2023-07-21,84,0.752,0.65,5,-6.683,0,0.12,0.653,1.36E-03,0.105,0.532,134.993,147880,147.88,4,https://p.scdn.co/mp3-preview/598e05a7fd20278aca5477e1993b252e8fc97daf?cid=133ab60d36dd449d94af25689ddde7ed
154,TWICE,I CAN'T STOP ME,https://i.scdn.co/image/ab67616d0000b273e592b3987db846dbf98efd68,2020-10-26,60,0.657,0.88,10,-3.672,0,0.102,0.121,0.00E+00,0.463,0.769,150.084,205493,205.493,4,https://p.scdn.co/mp3-preview/db4e054b580f49bade783c8bd13160eeba311e78?cid=133ab60d36dd449d94af25689ddde7ed
155,OFFICIAL HIGE DANDISM,宿命,https://i.scdn.co/image/ab67616d0000b27376f402d83c2a85e5deca60e7,2019-09-11,63,0.547,0.577,5,-6.087,1,0.0336,0.0152,0.00E+00,0.109,0.494,164.032,280856,280.856,4,https://p.scdn.co/mp3-preview/775474319df2834e5a978ae8ec48f4819c69c9ee?cid=133ab60d36dd449d94af25689ddde7ed
156,NiziU,Chopstick,https://i.scdn.co/image/ab67616d0000b2735ff2dc76cb1785248db76fc8,2021-11-11,47,0.817,0.82,0,-2.954,1,0.0601,0.143,0.00E+00,0.35,0.733,141.002,177973,177.973,4,https://p.scdn.co/mp3-preview/47a0471d73752b34551b0d17e77bdbf19a0185eb?cid=133ab60d36dd449d94af25689ddde7ed
157,LE SSERAFIM,ANTIFRAGILE,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be,2022-10-17,79,0.882,0.797,10,-3.299,0,0.0819,0.0821,0.00E+00,0.113,0.824,105.025,184444,184.444,4,https://p.scdn.co/mp3-preview/97a1c7e470172e0993f8f65dc109ab9d017d7adc?cid=133ab60d36dd449d94af25689ddde7ed
158,Rin音,snow jam,https://i.scdn.co/image/ab67616d0000b27384a10a7a1566be7f5ad2a0f6,2020-02-19,57,0.593,0.603,1,-6.479,1,0.212,0.183,0.00E+00,0.115,0.818,172.022,184185,184.185,4,https://p.scdn.co/mp3-preview/1c297cd71c43f9da2c128b3bc9b73559cb97eebd?cid=133ab60d36dd449d94af25689ddde7ed
159,OFFICIAL HIGE DANDISM,アポトーシス,https://i.scdn.co/image/ab67616d0000b27374b3455bc46fa9c70cb86d3c,2021-08-11,50,0.463,0.691,8,-6.154,1,0.045,0.047,0.00E+00,0.115,0.379,155.898,389707,389.707,4,https://p.scdn.co/mp3-preview/5519a828a3d32e144dbc6c1748197bcad3384c25?cid=133ab60d36dd449d94af25689ddde7ed
160,BE:FIRST,Smile Again,https://i.scdn.co/image/ab67616d0000b273a3781fd31bb6ba6942229573,2023-04-26,60,0.706,0.769,11,-5.341,0,0.0738,0.0384,0.00E+00,0.12,0.339,107.917,202050,202.05,4,https://p.scdn.co/mp3-preview/222975880015f0e4460d25a58db169836bef858a?cid=133ab60d36dd449d94af25689ddde7ed
161,Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],https://i.scdn.co/image/ab67616d0000b273ef57183066d6cac0cabb85c6,2022-11-20,81,0.71,0.879,0,-4.218,1,0.0422,0.158,1.42E-03,0.439,0.341,114.993,201391,201.391,4,https://p.scdn.co/mp3-preview/d8d0dec53c0859d639987215fbcd66b29a897dd8?cid=133ab60d36dd449d94af25689ddde7ed
162,SEVENTEEN,Super,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264,2023-04-24,82,0.771,0.88,8,-4.091,1,0.0857,0.162,1.41E-06,0.167,0.347,137.018,200387,200.387,4,https://p.scdn.co/mp3-preview/1dd31996959e603934dbe4c7d3ee377243a0f890?cid=133ab60d36dd449d94af25689ddde7ed
163,Chippoke Ohashi,常緑,https://i.scdn.co/image/ab67616d0000b2739b12b84718d35f7ed1ba1a8b,2021-09-01,55,0.725,0.75,11,-5.694,1,0.0772,0.0242,0.00E+00,0.101,0.888,101.19,171547,171.547,4,https://p.scdn.co/mp3-preview/cda7bb49325d122c25fb91db34bdc588e64f3472?cid=133ab60d36dd449d94af25689ddde7ed
